Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
39	336.06067	59.83041	538.7986	225.03757	65.1	129.94743	57.13789	180.41539	-33.622334	80000	-2.3663045e-08	1804.3688	-0.05342132	-803.53723	0.9067752	0.017674249	0.333	7.0	465.99684405326843
40	346.19122	73.71568	489.9517	220.33849	67.10345	134.39832	56.036346	183.74606	-29.688131	82000	4.1514635e-08	2086.8845	-0.04830516	-881.1948	0.9062948	0.01968481	0.305	6.0	478.481085062027
41	320.7893	68.51115	573.50446	200.05688	62.34375	137.91087	59.170895	187.50676	-5.8245354	84000	-2.0425766e-08	1717.4279	-0.05466162	-859.466	0.90595514	0.018467754	0.304	7.0	490.65626072883606
42	325.35754	68.12797	493.32266	213.35379	63.966667	133.29578	60.16431	190.02031	-13.664619	86000	-1.4994294e-09	1876.7117	-0.05091031	-998.1137	0.90603137	0.017103298	0.2485	6.0	502.9853308200836
43	311.69595	46.686222	429.4082	236.4524	59.575756	134.44069	60.74186	192.37906	-8.563154	88000	-3.2283367e-08	1116.0278	-0.046816718	-620.8	0.90625525	0.016814426	0.282	6.0	515.4813113212585
44	334.53906	71.27602	503.39825	220.58289	65.23333	133.44577	60.4274	194.15211	-28.374886	90000	2.296269e-08	1587.3334	-0.03971203	-761.98865	0.9064671	0.015583083	0.2305	5.0	527.6411180496216
45	330.34113	70.83991	529.24567	190.18512	63.967743	136.596	60.396564	196.74727	-7.6906414	92000	1.9878149e-08	1727.3191	-0.053913675	-916.74396	0.90641415	0.01795234	0.349	7.0	540.2291724681854
46	331.77438	66.24674	482.361	214.21909	64.16129	139.18982	62.76078	198.98943	-2.7669356	94000	1.5348196e-08	1489.2268	-0.055129584	-762.91327	0.90654016	0.017891139	0.3205	6.0	552.7370736598969
47	329.15826	58.814938	438.6408	201.04906	63.548386	137.27042	64.519875	201.05196	-13.69985	96000	-2.7641653e-09	1339.2241	-0.05110468	-764.98413	0.9067914	0.018102093	0.3745	7.0	565.069132566452
48	328.9488	81.941666	518.5677	182.01521	64.23333	142.90941	60.644882	203.13708	-8.845336	98000	-2.4959446e-09	1825.1494	-0.043602113	-999.1449	0.906834	0.016267402	0.1995	4.0	577.4924347400665
49	331.4011	64.410194	468.18842	227.14128	63.935482	139.50038	64.52104	205.32288	-20.50927	100000	6.2286856e-09	1515.2827	-0.044370234	-942.4393	0.9068056	0.018784042	0.3455	6.0	589.6812345981598
50	341.79843	64.2675	502.00912	248.93475	66.03333	139.81677	63.452515	207.28766	-5.9088926	102000	1.4007091e-09	1320.5853	-0.053574998	-747.6087	0.90682137	0.019523475	0.319	6.0	603.2171335220337
51	331.56622	73.29349	583.68976	215.16624	65.933334	136.5817	69.70264	209.40538	-51.469315	104000	4.4226645e-08	1499.6918	-0.062298886	-902.7174	0.90683216	0.016250042	0.3375	8.0	615.4605615139008
52	353.14728	67.951454	511.80997	198.92848	68.64286	141.75021	64.08518	211.02992	-19.299505	106000	-9.3579295e-09	1230.2938	-0.036467504	-650.82587	0.9063708	0.017659577	0.1845	4.0	627.8370773792267
53	350.70404	76.40515	474.48645	192.13991	68.55173	143.92787	67.469124	213.82669	-12.583967	108000	-3.6720188e-08	1309.4664	-0.050403163	-706.1763	0.90613395	0.018470373	0.3025	6.0	640.9454488754272
54	343.87396	58.047756	503.78772	232.48083	67.93104	147.89752	68.699265	216.20715	-6.643841	110000	2.1386892e-08	1167.3624	-0.03514817	-792.0328	0.90608585	0.017912759	0.2405	4.0	653.4945294857025
55	349.9075	61.50437	490.9872	248.16788	67.93104	146.93951	64.60424	217.73969	-7.211772	112000	4.215911e-08	1170.0306	-0.040086165	-719.7386	0.9061151	0.01741283	0.302	5.0	665.8250389099121
56	340.46268	60.36458	465.11133	229.24702	67.034485	144.4487	69.064896	219.43227	-51.592228	114000	-9.246171e-09	1130.6141	-0.04448332	-773.74646	0.9064449	0.019120477	0.277	6.0	678.2291123867035
57	363.9516	59.94668	486.31308	240.95474	69.75	144.42522	66.50003	220.74364	-6.8803587	116000	-1.3059005e-08	1226.7733	-0.055092487	-737.12134	0.9066115	0.017483288	0.291	7.0	690.8015158176422
