Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
44	-59.121464	128.19563	-0.3949646	-494.32852	134.3077	-36.57028	18.626177	4.850823	-56.041157	90000	-0.15186778	346.7263	-0.00074093044	-124.924515	0.91000205	1.0371208e-08	1553.5999023914337
45	-85.615715	147.47414	2.1321344	-588.7118	151.6923	-33.553432	15.522251	5.879114	-54.516575	92000	-0.105284	354.45544	-0.001308471	-116.25293	0.90979636	1.0728836e-09	1587.591938495636
46	-129.5602	207.33961	-10.887573	-634.6394	225.85715	-40.157917	13.855055	7.8821864	-53.980736	94000	-0.15534471	462.03586	-0.0011272281	-148.09128	0.9095925	7.987023e-09	1622.011082649231
47	-63.087822	123.466415	1.1031309	-498.34833	142.42857	-36.36751	14.471499	6.576071	-55.20515	96000	-0.2005324	333.0494	-0.0011900216	-137.17392	0.9093845	-1.5497208e-09	1654.9874994754791
48	-183.25238	212.16582	-2.6797872	-531.024	389.25	-38.627377	14.454888	4.9506245	-54.146248	98000	-0.20526227	407.1219	-0.001215443	-258.92456	0.9091645	-9.059906e-09	1688.9518394470215
49	-50.428112	56.663803	3.209112	-215.63918	95.04762	-32.60567	11.405346	11.947491	-54.08655	100000	-0.117245376	630.95825	-0.0010633022	-275.02542	0.90893304	-5.4836273e-09	1722.9598188400269
50	-35.112877	37.202217	4.877237	-132.50513	67.111115	-26.932053	11.142112	18.401478	-54.584866	102000	-0.13574366	436.00067	-0.0015375763	-161.04987	0.9087053	7.987023e-09	1758.2156629562378
51	-78.16719	130.38089	-5.4051595	-548.31635	133.13333	-31.569159	12.139912	5.5063987	-53.306965	104000	-0.024364669	346.07086	-0.00063442625	-106.58046	0.9084802	9.6559525e-09	1791.9394714832306
52	-182.53958	207.42316	-29.746836	-578.4283	338.4	-38.50128	12.151321	-0.44503963	-54.045254	106000	-0.13800044	407.12836	-0.0014087111	-215.58125	0.9082727	4.768372e-10	1825.3917636871338
53	-178.6964	172.31387	-42.166115	-533.69464	302.33334	-38.648148	11.3408	8.975942	-55.928318	108000	-0.124546304	508.10773	-0.0009020567	-223.97989	0.90806144	-4.7683715e-09	1859.611577987671
54	-74.011566	141.81471	29.93047	-550.03357	146.92308	-42.401627	8.603974	10.102295	-55.497814	110000	-0.06934358	504.6521	-0.00079315156	-243.14124	0.9078503	6.0796737e-09	1893.2117528915405
55	-105.87942	161.90979	-5.6272016	-583.6048	180.8	-33.84855	14.206525	4.149219	-53.926777	112000	-0.11808212	357.59326	-0.0010342374	-85.09158	0.9076496	-2.3007393e-08	1927.447826385498
56	-160.7707	215.26741	0.19503713	-585.60254	276.8	-42.729515	13.459642	10.313231	-56.597313	114000	-0.22619687	404.95822	-0.00078490376	-113.20206	0.9074486	-5.3644182e-09	1962.3221318721771
57	-72.66955	132.56525	-1.5205975	-568.488	123.375	-43.39922	8.742708	-10.527186	-56.91937	116000	-0.09197607	370.12033	-0.0016381368	-104.83563	0.9072324	2.0980835e-08	1997.0038244724274
