Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
72	874.46765	106.71239	1021.627	739.49756	276.0	219.80138	61.979603	273.01367	5.644907	146000	3.784895e-08	717.4889	-0.028841492	-424.70938	0.6949309	0.015093862	0.172	47.0	575.9820680618286
73	991.1868	284.1343	1518.3683	724.9757	317.0	244.93729	54.20974	275.68576	5.6545134	148000	4.1360035e-09	2093.7102	-0.004781342	-785.7158	0.6917141	0.016941553	0.211	3.0	583.4026336669922
74	913.2291	194.15071	1260.5957	617.6838	281.7143	230.66377	64.250885	277.06012	10.006876	150000	-3.784895e-09	631.45624	-0.0027226848	-362.6549	0.6913703	0.018627726	0.1365	3.0	590.7657759189606
75	689.70105	316.3035	1098.6482	138.1373	214.5	233.50226	68.50547	281.3737	0.61631966	152000	-2.026558e-09	3826.833	-0.008390432	-1391.7527	0.69093883	0.020834317	0.216	3.0	598.3621156215668
76	906.27637	192.74118	1282.8816	614.214	272.14285	229.87799	60.577427	282.75742	1.911623	154000	2.6613474e-08	1744.0682	-0.012710963	-1041.8506	0.69050884	0.016743418	0.213	10.0	605.6211647987366
77	662.19415	280.498	1067.1832	155.68759	205.42857	242.4899	58.039757	285.27197	12.649691	156000	-5.222857e-09	2265.5955	-0.01680204	-1226.9578	0.6884739	0.015193772	0.158	13.0	613.3780257701874
78	914.2612	316.73035	1578.1349	707.5139	282.5	234.71053	59.73014	284.69745	6.8933334	158000	-2.7418137e-09	861.772	-0.012614547	-516.2456	0.6834732	0.017094538	0.166	10.0	620.7740025520325
79	1005.6999	161.07169	1316.675	791.27716	307.16666	246.25223	65.66885	285.97763	-15.75613	160000	4.537404e-09	1501.8362	-0.030797321	-561.4698	0.6819012	0.015017138	0.199	59.0	628.968763589859
80	750.40015	152.16957	1082.1206	520.7736	227.0	236.8523	71.05886	288.39688	-3.047069	162000	6.671995e-09	798.1495	-0.024445279	-206.46893	0.67229146	0.015214681	0.1885	40.0	637.0255644321442
81	1112.7346	600.5981	2284.3687	627.0303	353.4	250.79768	59.1478	288.94333	-8.556789	164000	-9.983778e-09	933.72906	-0.034217067	-436.31308	0.65814406	0.011463628	0.2005	79.0	645.1580567359924
