Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
95	347.66632	95.55983	662.81476	207.97237	67.93104	147.94176	70.94927	250.38644	-12.4002905	192000	-0.05259009	2293.1404	-0.004634857	-1344.9404	0.91597074	1.0490417e-08	4058.8243713378906
96	377.02365	89.68692	580.85016	270.57367	74.96154	151.69662	68.92785	252.2463	-18.106012	194000	0.0142486915	2196.418	-0.0039338535	-1378.2131	0.9159319	1.7642975e-08	4100.160927534103
97	354.04227	95.88401	615.06134	199.7362	69.89286	157.34363	74.69997	256.84418	-9.253185	196000	-0.020633584	2458.4429	-0.0038676392	-1501.3213	0.91590387	1.4305115e-09	4141.608919143677
98	360.9217	60.73211	511.4834	219.94023	70.07143	154.24663	71.249794	257.7188	-8.796755	198000	0.028896438	1480.1617	-0.0046310686	-1028.325	0.9158785	7.152557e-09	4183.577140331268
99	363.3643	56.360237	472.06168	271.71603	70.35714	155.0865	74.67734	259.2337	-14.8969145	200000	-0.058258776	1287.3436	-0.006194163	-844.8496	0.915851	-3.051758e-08	4225.096236467361
100	352.6973	68.207596	507.75214	194.58475	68.793106	154.5497	71.8355	258.86008	4.017658	202000	-0.046128713	1435.2041	-0.0052736066	-911.4	0.9158238	-9.536743e-09	4265.864740848541
101	361.80493	82.390396	521.7526	223.0737	68.55173	151.65619	72.40715	260.14957	5.793456	204000	-0.09997795	1563.2306	-0.0055161044	-927.17957	0.91579556	-3.242493e-08	4305.7411942481995
102	361.99054	99.33487	745.9801	168.5671	69.92857	158.02153	73.74373	261.55612	-18.77687	206000	0.00049662683	2053.9001	-0.0048147943	-1246.3326	0.9157577	-4.768372e-10	4345.281355381012
103	372.03964	73.70498	563.1495	239.5767	72.03704	153.88121	74.32659	263.90424	-7.250022	208000	-0.067224815	1601.5792	-0.0037782267	-1052.1146	0.9157214	-2.002716e-08	4384.989640951157
104	360.96143	82.55184	555.7852	202.77081	70.78571	161.01532	72.6271	263.22055	2.9506946	210000	0.015456842	1892.8889	-0.003701034	-1181.7681	0.91568285	-1.4781952e-08	4422.318742990494
105	338.9	72.81148	518.1908	224.06699	66.46667	151.58864	73.97413	261.64474	-36.568966	212000	-0.07013057	1414.8108	-0.0042038783	-905.8585	0.9156512	-2.861023e-09	4459.633866786957
106	343.81635	63.463665	488.29257	226.35591	66.3	150.30325	72.19922	262.826	-18.312897	214000	-0.066038236	1355.0333	-0.0033352673	-873.35	0.9156175	-5.8650972e-08	4496.3205852508545
107	359.9094	72.6451	542.2175	256.46698	70.21429	145.78766	70.40686	262.58984	-15.460711	216000	-0.14119357	1631.4834	-0.0050609857	-1067.2017	0.9155735	3.528595e-08	4533.253817081451
108	363.52417	64.75208	501.4313	240.37778	70.71429	153.31566	73.309364	265.81516	-8.791366	218000	-0.041580442	1322.3561	-0.004928101	-851.0995	0.91552776	-2.002716e-08	4570.264608383179
109	358.13647	84.17282	549.08026	216.07878	68.93104	155.05678	73.715256	266.66705	-2.1555347	220000	0.019808415	1611.8951	-0.0045962315	-1019.4041	0.915479	1.7166137e-08	4607.317991733551
110	369.3472	78.00072	639.09845	254.90594	72.37037	155.04893	72.59113	268.1508	-6.2362947	222000	-0.087529175	1453.4448	-0.0040409192	-938.7084	0.9154317	-4.196167e-08	4643.741528272629
111	365.4354	112.32798	794.7221	205.86847	70.51852	155.7834	75.03216	272.1547	-12.405066	224000	-0.06845279	3008.9146	-0.0058818087	-1891.9666	0.91537946	7.05719e-08	4679.842471837997
112	357.0243	75.85368	563.22797	198.70465	68.86207	159.16037	75.70085	275.76685	-10.94356	226000	-0.065545455	1540.898	-0.005423151	-1032.6804	0.9153293	-1.9073486e-08	4716.726339817047
113	344.44598	82.830605	639.17487	214.34288	66.666664	151.02979	77.088486	275.79004	-15.133356	228000	-0.046719458	2188.5002	-0.005314801	-1482.2026	0.9152769	-5.1498414e-08	4753.965933561325
114	368.59442	83.24664	605.8729	251.2781	71.28571	151.12172	69.57222	271.88083	-35.074074	230000	0.02973683	1956.8	-0.0052762013	-1307.6578	0.9152217	9.536744e-10	4791.368280887604
115	369.6309	98.89495	780.57465	236.9877	71.0	154.0002	75.06558	279.04636	-34.633865	232000	-0.037390485	2202.0867	-0.0048430376	-1388.1362	0.9151771	4.863739e-08	4828.122045516968
116	342.49887	66.831535	521.112	238.99796	64.9	162.17828	78.97189	282.74176	-11.12813	234000	0.02501965	1348.0781	-0.0054176245	-987.2828	0.91512805	2.861023e-09	4865.375862360001
117	345.99527	49.689686	461.77182	268.20355	66.23333	153.89003	74.31373	276.22397	-10.427209	236000	0.058314484	1099.7042	-0.0040452518	-801.7704	0.915094	8.106232e-09	4902.681461811066
118	351.1317	66.866394	487.66068	227.7446	67.75862	145.7945	72.25465	270.76538	-10.667467	238000	-0.020814208	1340.272	-0.002884332	-925.2903	0.91506827	1.8119811e-08	4940.273196935654
119	366.15366	102.05396	660.6103	217.09044	72.0	153.51503	71.399925	277.28467	-10.352656	240000	-0.10813064	1991.5792	-0.0047598556	-1260.7007	0.91504365	-1.4305114e-08	4976.892964839935
120	339.33127	57.11266	446.2699	255.96172	65.0	160.72818	76.68833	281.30994	-1.2125697	242000	-0.09199153	1283.9438	-0.0049444884	-979.6105	0.9150088	-5.8650972e-08	5013.121096372604
