Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
94	758.4512	155.47752	1061.2906	552.06934	579.1415	26.439167	647.4281	552.56287	148.6923	105.5	187999	251.8791	125.9063	439.0708	-76.09165	251.87991	125.908875	435.255	-33.5104	-4.6773434	4.890766	38.957237	-19.874231	-253.36449	116.77367	37166.20703101158
95	778.93195	163.49303	1054.8141	522.77454	636.9177	79.39989	833.64746	534.9873	150.15384	117.7	189999	252.63118	126.14019	436.85696	-36.401653	252.63232	126.1429	436.3571	-29.733704	-4.4676714	4.9440107	38.95337	-22.697449	-254.13588	117.06302	37413.172699689865
96	897.8061	236.51367	1301.1123	485.59586	720.076	90.80756	841.60956	579.2905	175.25	136.8	191999	253.51794	126.64748	448.94214	-13.067595	253.51828	126.65079	436.53583	-20.619987	-4.638441	4.9180574	36.446957	-21.953894	-255.02943	116.26153	37661.00300550461
97	795.1727	204.03993	1097.3693	421.99512	560.40704	75.81408	648.5532	411.41003	152.3077	111.7	193999	253.86658	126.66447	439.68896	-17.204193	253.86623	126.66801	441.2751	-17.1767	-4.6259594	4.9604974	40.37984	-20.338295	-255.33658	115.77785	37909.23326635361
98	967.5963	241.6245	1475.0156	579.52454	725.7744	78.69819	887.3994	644.2883	184.5	137.4	195999	254.73264	126.49935	457.9895	-26.685696	254.73338	126.50278	453.46744	-31.14981	-4.5888715	4.926975	40.10338	-19.99446	-256.241	115.14401	38156.64676308632
99	781.5523	210.55412	1294.6392	509.93915	634.0408	51.878525	724.5296	554.03455	148.92857	116.2	197999	256.3611	126.707115	494.54626	-21.895517	256.36313	126.711205	523.10175	-21.635864	-4.7142725	4.940043	36.88447	-21.582693	-257.84265	115.01023	38403.67184138298
100	927.0616	263.04968	1394.0822	541.91296	623.5055	173.9186	1022.7202	459.89426	175.54546	124.3	199999	257.10544	127.26231	499.82632	-28.206898	257.10562	127.26569	492.65573	-20.898157	-4.580795	4.989685	40.811676	-21.221855	-258.6046	117.37926	38650.46558213234
101	913.6359	293.66602	1653.5677	603.3122	553.02765	24.42958	613.2454	522.35486	179.16667	101.3	201999	258.07227	127.816696	533.0822	-19.743225	258.0725	127.82053	535.1682	-25.126532	-4.3620086	5.0480714	48.968506	-20.14244	-259.58337	119.56642	38898.328001499176
102	878.2018	204.82042	1232.03	599.38074	658.2281	80.67158	850.7057	543.9113	171.54546	124.6	203999	258.75616	128.54657	576.0823	-23.408121	258.75653	128.55127	604.9436	-39.85266	-4.253976	5.164354	60.02223	-22.51067	-260.29065	122.35028	39146.80084013939
103	1045.3102	463.55743	2080.9802	439.21655	712.22784	133.69478	1077.7299	602.0725	203.2	132.5	205999	260.47983	129.22835	736.2485	-21.288454	260.48114	129.23338	712.93695	-20.690384	-4.169448	5.234998	62.695183	-20.235867	-262.02536	126.062775	39396.7677218914
104	833.2554	159.58719	1228.7842	636.39246	736.9913	134.31398	1016.68256	535.9237	162.83333	136.9	207999	262.44797	129.83916	857.05945	-17.921022	262.4484	129.84598	817.73267	-18.259905	-4.318642	5.3724546	78.04622	-22.969208	-263.95087	137.91982	39651.268691539764
105	884.40546	193.09851	1194.6075	555.81116	683.07733	161.46811	1121.7963	541.2487	177.58333	131.0	209999	263.24646	130.8502	926.94403	-24.38614	263.24658	130.85919	905.7732	-50.6151	-4.3420444	5.35991	78.65016	-20.044	-264.69547	143.94734	39899.49548649788
106	987.0672	333.65085	1832.4448	552.96375	773.8798	276.1218	1436.5752	455.88467	195.2	152.6	211999	263.9225	131.34074	958.1821	-24.94578	263.92273	131.34065	987.4789	-19.963385	-4.2244406	5.374157	71.131546	-20.569809	-265.4062	152.34535	40148.41857671738
107	985.29706	310.47827	1656.541	625.7538	745.0716	213.17091	1341.5975	588.9506	195.6	144.2	213999	264.74988	132.73656	1118.9143	-54.67284	264.75146	132.74205	1107.6973	-52.429905	-4.021826	5.5396748	82.92745	-21.522257	-266.27676	158.92531	40402.927594184875
108	725.7247	265.57892	1198.0012	339.10748	783.95984	170.40904	1116.1912	575.3908	146.71428	154.8	215999	267.85376	134.06682	1108.2479	-22.016523	267.8528	134.07994	1091.7052	-51.65962	-3.9433985	5.6632695	77.82273	-20.585732	-269.42117	171.28717	40655.75039482117
109	786.9544	267.6312	1460.8116	585.2864	588.6334	108.107666	777.9594	424.46704	156.6923	118.6	217999	269.78867	136.6505	1288.5801	-30.755722	269.7896	136.6504	1269.5308	-25.11025	-3.8545976	5.7436643	86.59533	-19.940804	-271.3562	201.54314	40901.112407684326
110	575.09875	220.76508	1010.238	212.58112	458.48883	126.896805	635.587	268.54282	115.29412	93.1	219999	272.4456	138.4144	1170.2852	-25.14429	272.44745	138.4131	1191.7734	-50.065357	-3.6932988	5.4429054	74.05084	-21.488823	-274.06424	202.17041	41147.655198812485
111	627.4895	132.54639	876.4659	442.19946	451.5248	45.38155	571.7414	405.59866	123.5625	86.2	221999	274.30695	140.31935	1016.9923	-34.778572	274.3066	140.32835	1110.9733	-40.083885	-3.9600956	5.2257175	41.147358	-20.041363	-275.97424	181.62794	41397.53494119644
112	628.306	158.48341	958.83344	383.2996	436.70923	30.538513	485.1953	404.02094	122.47059	79.0	223999	275.07974	141.19746	921.9682	-35.125	275.0788	141.20952	941.0306	-71.15265	-3.8547547	5.10273	35.18403	-22.954067	-276.77518	166.26633	41644.177156448364
113	790.7718	205.00534	1272.2794	531.67206	497.84708	69.21622	659.07556	411.93857	154.16667	93.4	225999	274.75787	141.91058	746.8332	-32.13601	274.75787	141.91684	758.5917	-24.319004	-3.928499	5.0812893	35.68811	-21.315071	-276.41605	159.88869	41891.59343624115
114	736.1762	297.72385	1481.3953	476.07068	586.67444	71.35825	719.54407	492.5617	137.86667	110.0	227999	275.16092	141.9088	709.8995	-67.64206	275.16162	141.9131	700.4925	-52.808956	-3.790949	5.0919733	46.001034	-21.139126	-276.79364	156.76137	42137.56931376457
115	838.7807	315.68286	1588.5414	505.7493	579.65424	35.706112	618.43756	480.8783	159.92308	107.5	229999	274.29034	141.36209	696.4418	-23.922634	274.28937	141.36778	692.8726	-34.04717	-3.6646602	5.1458025	37.49638	-21.006903	-275.92975	158.61378	42387.51461100578
116	777.0872	226.80249	1164.2911	438.17545	569.9551	44.33043	655.3387	530.2674	151.0	105.0	231999	274.8037	141.10616	702.7281	-59.824245	274.80322	141.11456	738.2847	-72.07316	-3.386411	5.276733	41.43727	-21.472572	-276.46988	159.718	42636.3618388176
117	741.1939	181.2196	1111.6627	466.45093	530.7021	93.209145	761.03644	447.72357	142.64285	98.1	233999	276.1263	141.19572	680.9101	-71.856575	276.12488	141.20547	692.0109	-44.895992	-3.360427	5.3170495	41.990314	-20.141178	-277.80774	159.67679	42884.171417713165
118	809.27496	211.51994	1180.1189	480.7036	677.31647	144.90413	1057.2145	566.418	153.3077	125.7	235999	275.27634	140.96263	715.0675	-69.0931	275.27768	140.9648	694.5696	-74.799194	-3.557364	5.2411814	42.143356	-20.08487	-276.95355	157.05194	43130.01730489731
119	1048.8157	338.7324	1891.0872	650.0465	670.93585	78.431755	804.5733	536.32794	201.1	126.7	237999	275.4241	140.08977	666.9683	-63.196144	275.42487	140.09686	703.0023	-72.19771	-3.62662	5.240704	36.936485	-21.86198	-277.0535	154.20537	43383.336503982544
120	1021.371	265.09433	1402.0737	675.7889	805.1271	176.74553	1039.9104	533.5379	204.44444	155.2	239999	275.71985	139.6302	705.6636	-78.77294	275.71967	139.63446	768.7033	-60.512283	-3.679772	5.2017283	38.653854	-19.792847	-277.3676	150.75331	43634.605298280716
121	1062.5806	323.2465	1853.196	775.855	680.56024	62.194416	744.7249	520.25	209.6	132.1	241999	276.97998	139.42592	825.11523	-32.53279	276.9783	139.43173	857.6763	-38.604797	-3.7302341	5.2188926	39.735825	-22.33662	-278.6038	150.08746	43886.44668388367
122	1129.9485	420.06815	2008.348	494.40256	754.62213	164.73418	1151.3602	573.7682	222.55556	139.6	243999	276.9829	139.14032	751.0307	-33.461246	276.98447	139.14508	744.3232	-42.123257	-3.8508656	5.177158	34.940548	-20.804188	-278.57108	145.31943	44133.21720075607
123	1034.875	316.5086	1550.9073	520.6777	1127.3845	413.8732	2111.8906	762.9833	202.1	219.1	245999	276.87234	139.40433	805.7756	-34.25521	276.8736	139.40791	869.0215	-66.80354	-3.9103231	5.100148	37.691414	-20.16609	-278.3998	147.32576	44383.95050859451
124	1185.2317	235.63153	1575.449	820.0265	812.1717	166.55235	1073.51	475.1391	234.375	153.0	247999	276.89725	139.18689	779.7446	-37.38212	276.89594	139.19391	782.41394	-35.209175	-3.761248	5.130359	36.187172	-19.44756	-278.46222	145.57227	44634.636709690094
125	1156.8433	384.33765	1952.3667	820.8758	635.86206	88.084	759.6798	442.89954	227.0	126.0	249999	277.34656	139.45566	788.17255	-32.38291	277.3471	139.46143	747.8348	-22.38711	-3.8407779	5.127983	41.165527	-22.15976	-278.90652	146.51851	44894.60142016411
126	1359.3859	796.0094	2943.7695	706.45074	981.38586	208.95284	1373.9594	664.03186	270.2857	190.6	251999	278.66122	139.0947	739.82965	-20.179667	278.66013	139.10011	728.84106	-21.571781	-3.9847953	5.1105547	37.83059	-19.9668	-280.21786	144.53975	45146.656229496
127	1568.4303	564.52844	2619.3513	741.32837	1318.8973	760.0724	3016.161	548.6013	304.0	260.2	253999	278.87634	139.64691	700.5329	-39.91878	278.8788	139.64911	755.4022	-37.192387	-3.8306518	5.1132393	32.10324	-21.868942	-280.43176	142.4911	45401.115918159485
128	1764.0165	984.18286	3816.1624	715.4479	1060.8903	133.5757	1274.1984	839.52234	341.16666	203.2	255999	280.95853	139.77075	756.9853	-16.570913	280.95767	139.77533	738.6623	-46.180275	-3.7096303	5.219198	35.421417	-20.305815	-282.58087	144.03221	45652.00236225128
129	1147.4663	172.31827	1438.3813	940.5666	971.9401	364.3334	1657.5635	570.18274	224.55556	183.9	257999	282.5327	140.42169	767.44275	-18.72127	282.53235	140.42737	760.89526	-16.539543	-3.724124	5.1961403	38.59795	-20.380234	-284.19965	144.13109	45903.04017686844
130	1527.3926	607.4886	2588.0	667.27466	1170.1729	307.86697	1636.9792	717.56464	304.16666	219.7	259999	283.67313	141.45947	742.3642	-51.333904	283.67337	141.46394	744.59644	-91.545296	-3.6128545	5.20395	38.40171	-19.211845	-285.27512	143.73773	46155.30782318115
131	1255.2324	404.51788	1873.6915	603.3983	2412.9514	1301.8517	5239.3276	885.05444	245.875	457.2	261999	285.7254	141.98343	713.69617	-31.233982	285.7254	141.98792	681.806	-37.33408	-3.7044575	5.145387	34.183464	-20.109697	-287.3602	143.24362	46419.730351924896
132	1709.7529	383.62772	2351.5435	1066.0786	3264.2234	1547.9772	5251.251	1245.9855	335.5	618.3	263999	286.35205	142.56885	761.81366	-57.570396	286.353	142.57526	756.30725	-18.931463	-3.646602	5.204828	36.36617	-21.769678	-287.9895	149.07762	46688.60919737816
133	2011.8662	1250.2091	3998.921	496.5916	926.0294	353.93344	1674.8916	596.0857	398.0	182.2	265999	288.53925	143.35915	758.04456	-23.52554	288.53967	143.36641	732.67535	-23.454975	-3.5874813	5.3072667	34.10495	-22.561169	-290.20868	149.24922	46940.68885612488
134	1960.719	833.62427	3221.3645	618.26526	1991.4099	839.98474	3229.39	946.98676	380.4	388.3	267999	290.26227	144.24098	729.5472	-19.675898	290.25952	144.24556	728.6692	-34.907898	-3.7283	5.280389	34.40402	-20.332731	-291.88583	149.22427	47203.87026023865
135	2897.3584	158.37433	3116.905	2749.2046	727.8114	125.98655	964.15326	579.2442	565.6667	136.9	269999	291.85632	145.42459	793.85724	-24.581488	291.8586	145.42282	759.7014	-28.963844	-3.4450176	5.3965826	35.03605	-22.455938	-293.56293	151.69539	47457.78291463852
136	2341.5898	1379.0944	4587.588	1049.776	1389.9243	335.19348	2328.6575	1123.6559	453.0	262.9	271999	294.66043	146.53455	803.1618	-50.31404	294.6604	146.53777	759.8787	-50.09068	-3.2905774	5.523964	38.101765	-21.943298	-296.42615	156.54997	47719.95008993149
137	1985.4995	844.885	3339.364	990.68823	1480.2246	1092.7032	3887.235	744.2798	393.16666	280.9	273999	296.71472	147.51544	658.9652	-44.891487	296.7162	147.51746	691.33026	-33.503227	-3.268038	5.498611	36.446247	-20.621655	-298.43826	156.0886	47983.27655386925
138	1453.8136	728.71704	2581.995	773.86285	3111.4304	680.12524	4522.826	2157.9333	290.16666	595.9	275999	297.55487	148.63518	644.52386	-60.517555	297.55453	148.6337	685.47174	-35.258358	-3.3355844	5.482113	40.149113	-19.32055	-299.25818	160.51672	48251.05635094643
139	1834.1259	591.47614	2816.2327	968.2069	2517.433	1825.3033	5201.19	674.6255	361.83334	486.6	277999	300.2395	149.99869	659.66565	-26.572588	300.23856	150.00133	669.5727	-35.59515	-3.1476855	5.5398846	37.08607	-20.745743	-302.05112	161.87616	48503.53715324402
140	1396.1849	705.5898	2703.7983	698.3716	922.2801	87.54248	1014.8433	697.1754	277.0	177.5	279999	301.81357	151.66498	637.2725	-27.174044	301.81555	151.6706	670.8622	-21.403801	-3.2431853	5.553922	43.622414	-21.417301	-303.5974	165.5399	48751.01294136047
141	3793.9268	1206.1588	5000.0854	2587.7678	1142.3489	154.52914	1400.8363	883.8003	748.5	214.8	281999	304.9208	152.24356	805.7223	-33.363033	304.9192	152.25122	719.35785	-28.865526	-3.1675115	5.6105247	36.656418	-20.05849	-306.66806	170.31346	48986.91254687309
142	2429.995	1458.7886	5142.461	974.5191	4931.003	804.849	5252.818	2545.6921	476.0	940.6	283999	306.35107	152.9682	663.9901	-28.514912	306.35095	152.968	654.8515	-30.331799	-2.947505	5.655549	40.76554	-21.602161	-308.13205	169.54971	49254.396478414536
143	1993.9613	818.0758	3385.0112	610.84393	2756.408	1929.989	5197.325	776.6803	390.66666	529.7	285999	308.54013	154.15225	665.37616	-28.240067	308.5408	154.15924	703.3843	-26.678972	-2.8263893	5.6949472	41.99099	-22.25638	-310.35614	174.13034	49510.01199889183
144	2200.5913	1326.2507	4492.354	1299.111	5269.124	10.098087	5285.69	5255.92	436.5	1000.0	287999	309.40656	155.08661	625.4904	-56.640957	309.40536	155.09027	625.6029	-57.014416	-2.8400838	5.691585	38.2989	-21.727274	-311.23926	177.6366	49785.28472971916
145	3831.3816	1813.1987	5122.604	1267.1526	1236.0668	289.123	1812.825	823.6523	754.6667	233.1	289999	312.2217	156.10683	619.16534	-38.28943	312.22266	156.11264	621.8496	-27.277378	-2.8021176	5.782622	39.052895	-21.677532	-314.09158	176.80127	50050.36360144615
146	2561.584	955.5358	3750.635	1411.0089	2208.1375	1564.3616	5249.7617	933.3798	498.66666	418.0	291999	314.83463	157.16023	648.9937	-47.897003	314.83484	157.1591	614.38086	-41.687355	-2.7902946	5.911825	43.59958	-21.344666	-316.71576	178.60849	50317.74954748154
147	2452.1982	1235.6849	4853.008	1322.6168	2432.515	1225.9597	4512.334	1091.6416	472.4	469.6	293999	316.92966	158.13387	611.1135	-62.121166	316.9306	158.13536	621.7817	-52.827965	-2.762463	5.880419	48.322117	-20.862177	-318.83325	186.38966	50584.64817070961
148	4172.354	935.80334	5108.157	3236.5505	2110.2395	1601.6599	5250.369	737.7339	807.0	402.9	295999	318.45572	159.39047	588.00366	-89.58169	318.45593	159.3973	607.9607	-38.021126	-2.773104	6.0381837	52.478935	-20.232306	-320.351	187.39581	50853.98507523537
149	1796.4071	1081.7479	4317.8467	904.2289	2351.2173	1948.3859	5267.9785	676.8514	351.2857	447.7	297999	320.22345	160.50519	686.74084	-47.442448	320.2234	160.50645	617.6393	-29.316442	-2.6821153	5.990741	47.181313	-22.134811	-322.0848	190.15472	51120.48913359642
150	1908.8783	837.9867	2867.0652	689.2875	813.4112	62.833477	920.6647	745.6588	375.16666	152.9	299999	322.6935	161.40695	607.9949	-26.680252	322.69293	161.41132	612.0838	-38.32462	-2.460604	6.2498045	55.879772	-19.824688	-324.6462	195.02264	51384.2340900898
151	1669.4518	510.6082	2548.457	969.29565	3792.834	1391.1902	5163.5596	1760.7345	328.2	733.4	301999	324.79605	162.50832	623.4625	-56.4422	324.79507	162.51547	638.85046	-51.350513	-2.5977864	6.146938	53.5789	-21.317112	-326.68317	199.17598	51662.0221118927
152	2269.3105	804.1688	3578.8005	1547.3054	3216.1323	1447.794	5129.7134	1086.7433	442.25	631.5	303999	325.9568	163.71422	604.6109	-42.309345	325.9568	163.72029	598.8529	-70.58796	-2.5947154	6.142677	42.611393	-21.309914	-327.82938	195.86116	51922.04030704498
153	2458.237	1319.1844	5087.9956	1645.3403	4521.288	1038.6178	5149.4517	1948.3389	491.2	882.3	305999	327.26434	164.74571	631.0713	-29.834682	327.2664	164.74477	631.6831	-34.508087	-2.674217	6.173006	47.453156	-22.15089	-329.1557	201.7912	52187.29319190979
154	1583.7672	691.64575	2887.4822	1021.6757	5175.67	2.7462113	5181.016	5172.561	315.5	1000.0	307999	329.06497	165.61752	583.81	-49.58776	329.0635	165.62567	596.5795	-33.846745	-2.5908942	6.2177763	45.405083	-21.777575	-331.0115	204.04045	52458.18234229088
155	3383.074	1355.1384	5079.767	1763.0253	2758.32	1205.6096	5185.35	1243.2108	664.3333	530.6	309999	331.5788	166.74889	637.5898	-29.750004	331.58154	166.74834	633.6253	-29.179186	-2.4534757	6.3508697	46.02386	-20.460064	-333.5867	206.12547	52713.410438776016
156	1754.0863	1003.6831	3853.0518	739.5468	2607.3003	1244.8918	5292.644	1336.2073	349.16666	494.4	311999	333.07446	167.78162	617.728	-22.402985	333.0734	167.78467	606.70074	-26.860365	-2.5200448	6.3311725	51.437958	-19.163591	-335.02805	206.06232	52968.91033387184
157	2561.1282	1195.0378	3515.9795	876.07367	3024.511	1929.2432	5204.954	934.0036	503.0	579.6	313999	335.1735	168.65248	620.72626	-41.926064	335.17267	168.65219	625.11145	-41.955257	-2.5497105	6.3888493	50.433598	-19.735104	-337.14133	209.6897	53318.032544612885
158	2621.7766	1782.497	5167.914	956.7588	1001.5671	647.2452	2908.8503	607.8515	509.6	187.0	315999	337.3366	169.18639	641.09125	-36.066353	337.33707	169.1908	618.28546	-37.688694	-2.6487613	6.3459496	47.63939	-20.662064	-339.2937	209.02332	53983.688361644745
159	1687.16	828.5903	3487.0244	946.04224	2783.2983	1848.9698	5203.6855	927.91656	325.16666	532.7	317999	338.98016	170.10223	594.0866	-39.658886	338.9821	170.10754	611.7003	-52.495144	-2.4045577	6.340424	43.608757	-23.555475	-340.93137	214.80722	54896.20678973198
160	1796.7606	513.8445	2451.7576	1056.7488	2814.8647	1294.4069	5177.7915	1206.6392	352.5	539.6	319999	339.80493	170.94078	660.21265	-30.94592	339.80756	170.93991	690.5205	-36.780216	-2.4670284	6.4518313	53.344524	-21.599628	-341.74857	220.9506	55804.578301906586
161	2027.3649	387.7969	2529.3538	1585.0984	4288.7827	1394.6144	5254.496	1602.6791	400.66666	823.9	321999	342.0326	171.67001	654.21124	-23.88829	342.03192	171.66708	669.5797	-27.01293	-2.30083	6.562169	50.48142	-22.6464	-344.02036	221.0102	56452.69728016853
162	2955.826	1396.265	5113.379	987.7267	2490.9946	1710.2198	5090.7686	984.6955	574.6	484.2	323999	343.52155	172.34476	680.8081	-23.449621	343.5205	172.35143	667.6568	-21.013	-2.1731837	6.4860635	49.28261	-19.892342	-345.4611	219.75253	57250.81993818283
163	2027.6168	620.3013	3091.9675	1178.9507	1357.4452	882.61316	3830.6072	844.1441	393.8	257.2	325999	344.93973	173.06418	706.7513	-31.771759	344.9401	173.06563	718.61414	-33.918266	-2.1805239	6.596925	56.886536	-20.800442	-346.98135	220.96234	58079.79626202583
164	1694.7207	762.3833	2967.539	635.75244	3061.8853	724.572	4191.689	2101.2102	338.4	590.2	327999	347.37	173.74365	735.286	-47.235176	347.3738	173.74263	750.2398	-42.524307	-2.0988219	6.6867614	61.52413	-19.770145	-349.36847	226.13495	58945.52873182297
165	1667.2906	742.16345	3100.205	1011.6006	3609.8687	1353.3258	5205.9136	1677.7009	327.7143	698.7	329999	347.65012	175.24666	775.50494	-35.503242	347.64856	175.24768	738.7253	-52.51685	-2.0783846	6.580404	72.08673	-21.42268	-349.60333	239.47585	59869.39976978302
166	2008.1305	1157.2552	3893.353	854.1908	1188.9796	256.0732	1792.5892	904.54126	394.2	222.7	331999	349.98016	175.6608	772.5251	-20.63818	349.98013	175.66263	795.96875	-29.15918	-2.23344	6.772636	72.01128	-20.429056	-351.97446	245.24217	60782.98474240303
167	1518.1061	1209.0735	4091.9927	341.9237	3699.8433	1552.7073	5228.032	1092.3713	294.7143	707.1	333999	350.48236	176.0645	855.0885	-41.843086	350.48303	176.06139	837.8071	-30.480545	-2.1011052	6.834384	67.05552	-21.25301	-352.52173	243.74734	61780.571860313416
168	1204.6927	1021.52386	3399.1606	358.73727	1196.102	537.10046	2071.0247	672.83704	240.5	223.8	335999	352.3311	176.41098	733.6778	-28.426743	352.33173	176.41147	750.0942	-31.319948	-2.2337182	6.7118807	48.15763	-21.002699	-354.3472	241.47986	62693.54415345192
169	2052.6658	1345.244	3895.3975	534.80566	2526.4612	986.99146	5199.843	1624.911	397.83334	481.3	337999	352.4842	177.0802	638.12933	-20.489985	352.48187	177.08128	623.2518	-32.043564	-2.3597064	6.42328	42.64979	-20.830423	-354.4755	229.98718	63591.12965512276
170	2722.557	713.4147	3375.4006	1729.9617	1315.071	753.39124	3330.5906	700.9937	547.0	248.9	339999	353.7004	177.39833	611.6303	-41.688377	353.703	177.39333	598.8032	-30.674595	-2.247941	6.2854786	51.49469	-20.775723	-355.64337	229.72112	64475.84693193436
171	4055.0916	706.5728	5027.3086	3369.0752	2463.27	1491.8013	5279.3906	866.16425	797.6667	463.1	341999	354.1086	177.86185	611.6487	-25.81875	354.11005	177.86128	605.8815	-23.890455	-2.0221534	6.3107295	44.50757	-20.102707	-356.1024	234.46634	65410.61845302582
172	1951.699	937.6849	3794.8616	1171.7572	2478.944	1330.8259	4099.295	808.89923	383.4	478.8	343999	356.25327	178.14714	561.5192	-19.016422	356.25452	178.14516	572.1347	-21.28839	-1.6710235	6.420432	43.221848	-20.243694	-358.31787	232.3481	66339.56046962738
173	2640.173	1589.5684	5114.565	884.1187	5142.71	21.962624	5175.942	5111.1274	521.75	1000.0	345999	357.11084	178.69214	640.00946	-27.71076	357.11127	178.69695	604.3847	-38.89241	-1.9629213	6.3189006	48.095116	-20.796791	-359.0585	233.07834	67352.04918432236
174	3202.8293	1231.881	4928.835	2134.95	4686.505	1285.7981	5144.9966	829.3169	634.0	917.4	347999	358.11804	178.97702	636.0013	-25.272326	358.11948	178.97649	613.5354	-33.437927	-1.9207573	6.4451895	47.225456	-20.629414	-360.101	240.08394	68374.22808027267
175	4979.1914	103.36377	5082.555	4875.8276	4764.0093	1021.52466	5201.8535	1800.5856	977.5	916.6	349999	358.59045	179.6116	601.6943	-29.260647	358.58997	179.6125	610.2752	-25.866774	-2.162867	6.4944806	56.759567	-21.234348	-360.56113	234.54475	69382.41356873512
176	4958.2026	148.00195	5106.2046	4810.2007	5167.485	4.1227164	5174.3306	5160.998	969.5	1000.0	351999	359.88824	179.20778	609.24146	-25.29603	359.89093	179.20679	623.39636	-24.059937	-2.1306531	6.373734	47.008698	-23.545385	-361.8593	237.0531	70402.66739678383
177	2849.896	1301.1812	5088.498	1974.5336	3211.9097	1415.5295	5303.735	1095.3455	557.0	602.9	353999	360.89432	179.28412	605.66815	-20.04655	360.89536	179.28531	608.7734	-26.447985	-2.2251499	6.295803	53.39161	-19.793404	-362.87265	238.55887	71309.58634066582
178	2488.5745	802.9557	3509.882	1403.8077	4993.9697	468.54932	5242.794	3923.5967	493.5	954.8	355999	361.09543	179.54305	603.93805	-30.976334	361.0945	179.54477	622.45953	-22.142546	-2.2525022	6.280149	42.94396	-20.45908	-362.95706	242.07681	72210.8159160614
179	3286.1948	1889.8096	5176.0044	1396.3854	2169.9426	1419.6605	5303.9907	1001.3277	636.0	406.9	357999	362.24533	179.46458	591.38245	-32.038223	362.24524	179.46317	602.6981	-40.736168	-1.9070878	6.4242735	48.925507	-21.680279	-364.23932	240.26407	73042.50357437134
180	3353.452	1511.4738	5083.2944	1440.8281	4777.3916	1255.1926	5207.638	1011.93463	653.0	919.1	359999	363.90063	179.76631	620.7617	-30.462345	363.90204	179.77003	614.7053	-26.266212	-2.1325061	6.300094	45.453053	-20.863873	-365.83038	233.16327	73943.62506556511
181	2802.1792	1546.3226	5117.2925	1162.4438	3691.7734	1580.7502	5216.7783	1046.995	543.75	706.7	361999	364.8865	179.34282	636.5362	-31.478724	364.88953	179.34238	614.0183	-34.60227	-2.0620446	6.33412	48.869213	-20.534004	-366.87787	231.75194	74807.39921212196
182	1999.114	1230.3469	4195.0137	768.94763	1779.2572	1191.1691	4575.707	605.08185	387.4	339.2	363999	366.455	180.03584	608.42236	-22.710224	366.4555	180.02989	627.5216	-19.880232	-1.776056	6.4054174	54.574997	-20.787712	-368.45544	230.96153	75632.1849257946
183	2525.9187	1449.0314	4575.158	1500.4806	3366.2026	1012.9866	5171.3086	1596.3756	490.33334	649.8	365999	368.72412	180.18277	662.52264	-28.142412	368.72565	180.18549	631.80804	-23.497244	-2.053148	6.3584676	52.14538	-20.399939	-370.6627	235.7892	76491.42264866829
184	2234.7515	1135.2416	4087.3853	1000.7229	4937.657	473.35803	5271.477	3913.6902	434.75	942.4	367999	368.43765	180.98047	656.558	-33.319187	368.43475	180.98515	684.0947	-25.526247	-2.1205528	6.382833	63.307884	-20.076757	-370.42218	234.24112	77392.46855854988
185	2929.8813	1365.2107	5113.5435	1615.6003	2232.0085	411.51254	2917.073	1511.5485	575.75	423.0	369999	369.049	181.2153	655.9287	-41.266243	369.05148	181.21725	651.91895	-29.782951	-2.383225	6.3898907	52.054302	-24.024397	-370.9543	230.11308	78221.69029808044
186	2136.5466	1107.8918	3667.8872	782.48413	5159.173	117.49975	5229.0654	4809.241	418.66666	991.3	371999	370.76953	181.464	617.786	-53.804657	370.76828	181.45786	630.2546	-32.23408	-2.1235743	6.3549013	49.933968	-20.538433	-372.7247	230.80603	79130.73271107674
187	5084.3213	7.0476074	5091.3687	5077.2734	5101.1587	4.164243	5109.832	5094.2876	1000.0	1000.0	373999	372.13553	181.8843	737.9948	-21.516537	372.1363	181.88562	750.8155	-33.914852	-2.0290034	6.459367	51.211483	-22.56308	-374.0867	237.41057	80037.64521980286
188	2160.8657	1477.5817	5074.035	1178.5964	4621.877	1108.4342	5216.733	1680.4208	428.0	888.1	375999	372.78757	182.25081	719.0902	-21.129177	372.78995	182.24649	701.2648	-28.832077	-2.0940988	6.4421434	54.255512	-20.709227	-374.70624	237.20122	80926.07460212708
189	5074.586	5.041992	5079.628	5069.544	4141.4023	1221.2233	5199.0493	1815.4021	1000.0	798.4	377999	374.1827	182.37447	712.20074	-30.942043	374.1844	182.3776	700.5104	-26.950209	-2.117648	6.460488	54.253685	-20.469799	-376.1521	234.3879	81805.23384356499
190	2924.8381	629.74756	3491.5242	2046.4967	5212.6514	13.34149	5233.7964	5192.998	577.6667	1000.0	379999	376.41147	182.30487	680.87555	-20.649422	376.4123	182.3008	687.3338	-59.529907	-2.110283	6.5007014	56.892708	-25.400927	-378.37134	233.77847	82714.73902702332
