Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
139	1499.3597	1374.5588	2930.0833	50.594303	84.852516	76.944984	185.59663	22.055271	537.0	56.0	277999	391.4512	95.447136	540.3332	-209.13853	-396.01138	146.05122	44142.85711097717
140	385.55783	176.08069	782.1779	145.85474	245.16373	156.46869	633.40393	149.45793	170.16667	178.1	279999	395.5435	97.198235	546.6046	-313.83374	-400.3345	163.90178	44493.356583833694
141	793.5959	333.1168	1151.4745	193.34395	2033.4896	1026.2902	3014.3	560.9729	332.5	716.7	281999	399.66788	98.652145	550.8608	-257.7024	-404.44748	158.94275	44876.74137878418
142	1878.74	873.9194	2752.6594	1004.8207	1269.5994	426.86954	2101.6272	697.2928	697.5	442.8	283999	400.881	99.00283	561.74677	-193.26627	-405.3453	153.8124	45242.24588704109
143	1661.7378	1081.0422	2964.2063	205.85428	2589.3608	51.894592	2682.2727	2536.4663	578.25	1000.0	285999	401.56577	98.22914	563.87134	-213.8667	-406.17618	166.97253	45636.42877244949
144	1104.6088	376.96252	1593.4718	412.74692	687.4916	200.83232	1063.6616	346.9993	393.66666	284.0	287999	401.5385	97.41693	559.23004	-282.1404	-405.86832	168.16849	45992.285556554794
145	2625.9282	7.1551514	2633.0835	2618.7732	2451.5317	820.8926	2905.1482	318.62897	924.0	865.4	289999	398.97385	96.77455	548.08997	-238.53581	-403.2112	165.23375	46380.15440225601
146	1172.3519	362.4099	1602.5131	556.71234	213.15527	3.2696776	219.1462	207.79993	390.4	97.6	291999	397.05627	94.229324	563.1468	-277.54532	-401.1111	149.9989	46723.86070847511
147	2027.2295	826.1129	2852.969	898.6018	2493.143	617.09784	3162.634	1270.3936	623.3333	825.1	293999	394.87408	93.5557	551.27374	-255.83904	-398.9223	151.12788	47049.84158325195
148	1252.6002	269.66528	1644.859	900.10077	1787.1526	652.2583	2622.4148	569.13855	423.8	730.0	295999	394.15665	92.39387	546.92786	-214.23929	-398.24136	152.87589	47369.02072811127
149	905.4204	259.25943	1237.1249	499.0202	1470.411	711.39325	2713.9497	678.5357	315.5	534.0	297999	393.6573	91.876945	546.2653	-188.24854	-397.76974	163.63658	47673.9676156044
150	772.8683	232.33055	1249.082	558.29126	948.9347	555.2794	2044.2898	544.77264	278.75	373.9	299999	393.10016	91.966446	565.26074	-292.04285	-397.1903	154.71309	47973.738204956055
151	2805.4268	119.81848	2925.2454	2685.6084	2242.5933	748.92145	2849.149	722.3678	932.0	801.2	301999	392.86163	92.59522	550.3276	-342.8568	-396.86362	133.86156	48289.94417834282
152	1700.1954	704.7445	2801.1526	888.66473	917.19495	259.41965	1417.9637	745.4805	552.25	296.0	303999	393.53513	92.10944	533.8242	-297.17554	-397.62537	143.46753	48583.828723192215
153	1232.9349	395.95932	1861.2168	665.9319	1110.8489	244.16399	1459.4277	822.64624	399.4	319.6	305999	395.30685	92.08704	533.32623	-380.02148	-399.54398	159.92667	48875.26517820358
154	1732.5084	867.74274	2940.977	943.4255	2872.6587	578.5708	3353.04	1699.9445	547.3333	886.9	307999	395.31567	93.02355	520.8651	-292.67133	-399.40607	150.90894	49203.066416502
155	1739.111	383.04858	2364.2654	1377.339	1561.1664	982.3987	3476.208	698.62286	541.5	475.5	309999	396.2332	92.19847	541.5149	-298.88242	-400.39755	149.9585	49539.33254861832
156	1071.838	447.68207	2040.5901	477.97977	877.7352	40.01586	920.5539	820.6574	315.2857	247.8	311999	396.58264	92.122696	532.51483	-316.68292	-400.7104	158.22818	49854.90062570572
157	1042.8591	364.79337	1782.4983	731.55316	1877.265	710.74603	3228.5696	1119.2087	302.5	595.5	313999	396.5793	92.15202	536.49695	-268.95453	-400.7591	153.63757	50200.17434215546
158	1279.4685	458.30768	1693.5134	665.82886	1408.588	95.71482	1585.8197	1167.3363	383.6	401.4	315999	397.43112	90.8048	530.5233	-265.04675	-401.5132	162.04149	50534.86052584648
159	988.60565	395.8983	1908.19	608.2084	2613.3372	632.9207	3111.8757	1056.6355	301.85715	820.2	317999	398.0254	91.727264	532.7435	-274.5468	-402.0837	141.09578	50891.79644680023
160	809.60815	357.74637	1430.8959	256.60376	885.7423	26.46354	928.97546	851.45026	243.25	272.9	319999	398.2714	92.7236	533.6954	-270.8683	-402.48538	155.2113	51218.01102352142
161	922.87	150.82336	1122.5018	590.8965	742.2633	115.23128	893.85986	641.2514	271.25	223.4	321999	398.98544	92.804184	539.6692	-264.69965	-403.2815	156.82327	51543.10779547691
162	807.5618	275.01663	1167.1536	482.66055	533.045	243.63759	1139.5552	300.99316	246.625	185.7	323999	400.77237	92.71993	553.3207	-296.66455	-405.06464	161.98073	51869.457032203674
163	1749.9437	260.89478	1943.4723	1381.1333	1299.537	483.63623	2018.5052	698.8293	513.0	387.9	325999	401.89157	93.17223	565.2587	-377.29254	-406.04443	150.38286	52207.35245060921
164	1303.6122	693.97095	2506.5645	249.86195	1045.9802	89.38906	1177.2504	829.98	389.0	308.5	327999	402.6718	92.881485	561.16425	-373.6207	-406.87994	168.49501	52526.7490131855
165	1044.3484	202.94801	1316.1819	782.02954	988.0	57.332756	1149.9243	919.65454	329.5	355.2	329999	404.13016	94.1605	561.0963	-312.4523	-408.46393	173.4892	52832.146245241165
166	275.0026	356.01428	1186.1769	57.072792	227.80942	308.87195	1098.1144	51.577797	237.77777	272.3	331999	409.02075	96.9108	593.5916	-318.5068	-414.1344	162.92268	53133.50001311302
167	407.66888	316.0204	723.6893	91.64849	976.23047	0.5469129	976.896	975.19495	586.0	1000.0	333999	422.6916	100.64553	590.00244	-283.03073	-428.9464	178.01276	53466.1443836689
168	1376.1583	537.52716	2135.918	974.4338	1567.7908	493.27847	2849.7415	952.17645	948.3333	462.6	335999	436.68784	104.683014	556.888	-198.11299	-442.21118	179.2296	53798.75051474571
169	1372.5635	450.22095	1998.8503	960.0624	1368.0671	576.85913	2452.0142	303.15216	431.0	471.1	337999	443.4193	105.13913	560.7683	-240.86403	-448.854	181.9837	54137.909533023834
170	1007.4337	613.7367	2391.8406	455.13693	709.62573	50.509792	766.1786	622.84064	341.42856	224.0	339999	447.15775	105.48723	565.2039	-201.94872	-452.11404	186.42598	54462.88210058212
171	1751.7296	429.85458	2054.8872	1013.71075	1783.3676	506.37546	3084.5298	1278.9515	555.0	576.1	341999	445.88132	105.86497	569.79443	-254.70233	-450.36874	168.36876	54810.73386669159
172	843.49066	297.48288	1364.8606	494.94995	576.4172	127.65275	744.6365	408.89185	296.14285	230.2	343999	441.7375	104.2239	576.1663	-230.55571	-446.07214	172.165	55129.70062327385
173	713.69257	566.5555	2002.2941	278.84814	640.9585	207.87401	902.28687	334.68085	292.85715	249.2	345999	437.60455	102.524635	564.7415	-205.05908	-441.83676	168.28395	55450.33007836342
174	2013.4775	683.94434	2697.4219	1329.5332	2013.1741	621.79535	2585.1748	652.2215	768.0	806.2	347999	434.6383	100.57252	585.0226	-379.12427	-438.72507	182.44064	55807.87267065048
175	1398.7473	953.54395	2758.7834	79.82984	1298.1965	568.23834	2428.412	572.03076	500.0	496.4	349999	431.98923	99.41883	565.18445	-340.89432	-436.25293	157.0736	56140.29837203026
176	2911.6787	191.24756	3102.9263	2720.4312	1211.9692	966.1655	2711.2866	290.30664	1000.0	465.7	351999	430.90244	100.08576	554.5355	-308.83685	-435.20175	174.04619	56476.77990651131
177	831.2776	586.9928	1893.7921	278.54224	2155.0615	676.39215	2969.7764	916.9179	285.0	727.9	353999	430.17828	100.20241	557.14075	-401.91794	-434.45267	163.53633	56825.09723973274
178	1159.014	1106.8008	3276.9873	259.05597	2712.9302	513.6073	3198.7808	1556.334	385.2	879.8	355999	429.5319	99.192375	590.41797	-226.3282	-433.7015	157.95044	57184.234214782715
