Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
85	60.325455	2.310484	62.355217	57.008984	59.554577	2.2751594	61.523136	56.691624	12.632912	12.6	169999	31.112993	15.857091	65.002075	-3.3997273	-30.829626	0.5417936	50391.65783071518
86	60.279305	2.322047	62.333538	57.0147	59.46476	2.28335	61.4042	56.550552	12.628931	12.6	171999	31.07854	15.821012	64.8496	-0.58838725	-30.791563	0.51830715	51083.241654634476
87	60.347286	2.3152468	62.333595	56.988186	58.601887	2.273035	61.542816	56.648136	12.63924	12.4	173999	31.068615	15.838034	68.67108	-0.778052	-30.788786	0.5176255	51779.708060503006
88	60.421577	2.2634199	62.299225	57.0158	59.074165	2.3356783	61.533016	56.582058	12.658228	12.5	175999	31.162254	15.841294	65.795906	-2.330398	-30.880558	0.52783066	52469.78337597847
89	60.156178	2.3456562	62.36754	57.02265	60.02248	2.1981666	61.621853	56.510933	12.603773	12.7	177999	31.024332	15.839353	81.38242	-1.5282261	-30.746653	0.5374783	53109.3800034523
90	60.206844	2.323573	62.348137	57.00618	59.121235	2.39264	61.691387	56.51894	12.613924	12.5	179999	31.00855	15.81439	66.1779	-1.7320169	-30.724905	0.5298385	53758.32468724251
91	60.311512	2.3062167	62.333557	57.01143	60.555916	1.8735902	61.59979	56.70916	12.632912	12.8	181999	31.02051	15.786236	65.924736	0.16917801	-30.745394	0.5288637	54449.91178750992
92	60.073174	2.3607273	62.311443	57.062256	59.543163	2.3294878	61.579376	56.637634	12.584906	12.6	183999	31.022863	15.816267	66.94036	-0.5011773	-30.751392	0.5191603	55137.87559270859
93	60.10639	2.3655455	62.303818	56.966335	58.206806	2.159302	61.62675	56.68097	12.591195	12.3	185999	31.08682	15.818952	69.260826	-5.6817536	-30.807945	0.52275264	55825.38551425934
94	60.384594	2.2757099	62.38538	57.008137	60.506634	1.9184437	61.604958	56.64972	12.64557	12.8	187999	31.038303	15.831232	66.85565	-7.46617	-30.757402	0.5327561	56513.29231142998
95	60.31809	2.302497	62.344048	56.98718	60.092163	2.1934896	61.619495	56.5764	12.635221	12.7	189999	31.034042	15.800255	66.4982	-2.5164685	-30.758286	0.5271349	57199.04960131645
96	60.388103	2.2752342	62.3304	57.05472	58.69265	2.3360858	61.687317	56.653942	12.651898	12.4	191999	30.975002	15.847416	67.370346	-5.1773396	-30.706661	0.5289158	57889.04051113129
97	60.340176	2.3074203	62.31947	57.006966	59.58307	2.3031642	61.61458	56.62899	12.63924	12.6	193999	31.036785	15.8244705	72.24938	-2.7206712	-30.763254	0.52472556	58576.07124567032
98	60.20649	2.3259404	62.336636	57.034817	58.660023	2.3151844	61.665997	56.682583	12.610063	12.4	195999	31.046005	15.823738	65.950165	-4.559088	-30.76847	0.52826315	59277.9417655468
99	60.541363	2.217967	62.324604	57.056694	59.622337	2.2979436	61.662376	56.770496	12.681529	12.6	197999	31.02603	15.808662	67.20234	-1.2312212	-30.75225	0.5181062	59991.71135520935
100	60.363758	2.290628	62.2883	57.05984	59.111744	2.3846097	61.631145	56.62123	12.64557	12.5	199999	30.958706	15.82227	69.9828	-0.32230997	-30.68335	0.5308881	60657.9772708416
101	60.483658	2.2470088	62.34001	57.032032	59.547432	2.2934437	61.66641	56.6334	12.670886	12.6	201999	31.023598	15.805485	68.23149	-2.639933	-30.753256	0.5244595	61287.337020397186
102	60.410244	2.268949	62.290676	57.038815	59.585644	2.3355029	61.640316	56.660225	12.651898	12.6	203999	31.07505	15.782037	65.45289	-2.1098642	-30.80275	0.5180453	61918.588556051254
103	60.485847	2.2577147	62.34533	57.06461	58.19915	2.1361089	61.53051	56.69903	12.670886	12.3	205999	31.032263	15.7696085	64.7973	-3.8522072	-30.764145	0.5130052	62547.70002555847
104	60.265785	2.3238773	62.352497	57.05185	59.59013	2.2633784	61.69178	56.687706	12.622642	12.6	207999	30.97922	15.804001	64.90992	-0.04657638	-30.713549	0.5122399	63181.26500606537
105	60.192066	2.3527455	62.340923	57.082916	59.54737	2.3003635	61.54601	56.6686	12.6075945	12.6	209999	30.914057	15.7822485	67.85177	-8.69289	-30.644726	0.51754004	63814.4062538147
106	60.056934	2.34266	62.263145	56.999653	58.638264	2.335449	61.599052	56.615757	12.578616	12.4	211999	30.987827	15.756986	64.15697	-0.95485914	-30.725004	0.50907606	64443.83758306503
107	60.00774	2.3718877	62.36838	57.057457	59.102455	2.3147385	61.46521	56.717762	12.572327	12.5	213999	31.026857	15.774385	65.60435	-2.6179354	-30.766312	0.51358855	65074.55410814285
108	60.33681	2.3077123	62.36474	56.958603	58.564728	2.2388391	61.393436	56.585785	12.641509	12.4	215999	30.972143	15.775938	64.428024	-3.474358	-30.704128	0.5212956	65708.90094947815
109	60.53925	2.2248557	62.33504	57.027454	59.57522	2.2821977	61.556583	56.67245	12.681529	12.6	217999	30.908455	15.764975	67.51992	-0.56317854	-30.641815	0.5058281	66342.70900058746
110	60.260895	2.3143842	62.313198	57.031876	57.721703	1.8676723	61.5113	56.62323	12.622642	12.2	219999	30.88918	15.782532	67.237274	-3.5677836	-30.62291	0.52309185	66974.75314474106
111	60.307037	2.3055844	62.372334	57.041187	58.598885	2.3266428	61.69533	56.554604	12.632912	12.4	221999	30.88182	15.751964	67.53867	-5.03087	-30.614351	0.5212406	67608.28076004982
112	60.013256	2.3721132	62.27891	57.050823	60.515892	1.9046152	61.550327	56.614605	12.572327	12.8	223999	30.856737	15.752409	63.811104	-0.0055497885	-30.59683	0.50942945	68239.79004454613
113	60.228443	2.3166971	62.307724	57.077618	59.52935	2.3104973	61.67214	56.609535	12.616352	12.6	225999	30.905712	15.759454	66.087234	-0.86520267	-30.647303	0.5161145	68872.43955564499
114	60.208843	2.3285868	62.316757	57.089134	58.642426	2.2987688	61.62258	56.6864	12.613924	12.4	227999	30.90917	15.777562	65.64914	-7.03731	-30.65145	0.5201229	69506.47747063637
115	60.2103	2.3246274	62.409584	57.12001	60.0129	2.184032	61.6539	56.583496	12.610063	12.7	229999	30.97175	15.77678	67.74741	-0.49574172	-30.713673	0.50390744	70143.17988610268
116	60.334335	2.3103552	62.33051	57.047573	58.6516	2.327064	61.676216	56.58682	12.63924	12.4	231999	30.962545	15.777932	66.153564	-4.6687546	-30.708017	0.52732646	70772.28008699417
117	59.926308	2.37129	62.331757	57.062298	58.665924	2.3341365	61.716213	56.65019	12.553459	12.4	233999	30.922792	15.797953	65.99077	-2.8921766	-30.667604	0.52983826	71403.86846256256
118	60.209305	2.3401878	62.335808	57.011425	59.537342	2.370583	61.54015	56.592335	12.610063	12.6	235999	30.96244	15.7615795	66.99437	-0.07498026	-30.706293	0.51488954	72040.70427584648
119	60.28795	2.3128233	62.30649	57.060295	58.593864	2.338017	61.58141	56.524597	12.626582	12.4	237999	30.941927	15.759091	64.779045	-1.4011875	-30.689453	0.50316006	72671.60233855247
120	60.433903	2.2456138	62.309334	56.933437	58.62014	2.3024375	61.611088	56.606674	12.6645565	12.4	239999	30.935188	15.807143	64.8012	-0.335243	-30.681335	0.50572133	73306.07463765144
121	60.45686	2.2551692	62.313908	57.02194	59.573254	2.3178427	61.630306	56.60866	12.6645565	12.6	241999	30.929853	15.753895	63.799305	-2.607205	-30.673115	0.5126708	73937.68311524391
122	60.49417	2.2303593	62.294205	57.058403	59.4965	2.3539562	61.516098	56.55332	12.677216	12.6	243999	30.954018	15.776182	67.93341	-2.3930273	-30.697691	0.50499195	74573.03439950943
123	60.18548	2.3313143	62.346962	57.022587	59.050922	2.3034964	61.508316	56.602207	12.610063	12.5	245999	30.913725	15.732616	65.67701	-3.1264114	-30.665415	0.49963015	75204.22992491722
124	59.970287	2.3773952	62.393703	57.006817	58.650776	2.2801776	61.586525	56.72254	12.559749	12.4	247999	30.901236	15.749965	66.820786	-1.3403707	-30.653332	0.5097552	75836.70043063164
125	60.138218	2.3549035	62.34977	57.030083	58.615723	2.329285	61.55703	56.66279	12.597485	12.4	249999	30.911247	15.752747	64.55338	-1.5415915	-30.663065	0.50204563	76470.71165394783
126	60.39709	2.2768335	62.37519	57.020336	58.65038	2.3412917	61.656612	56.59276	12.651898	12.4	251999	30.933205	15.7914505	66.690216	-5.4304705	-30.686289	0.5152467	77105.3244292736
127	60.67654	2.177214	62.317062	56.978027	58.560192	2.2550173	61.383198	56.565407	12.713376	12.4	253999	30.878525	15.7639885	66.54989	-1.6939064	-30.629536	0.497237	77736.37932825089
128	60.048084	2.3562334	62.319824	57.04548	59.096016	2.443113	61.602947	56.594395	12.578616	12.5	255999	30.92365	15.752415	68.669914	-5.441247	-30.67103	0.50802237	78375.62439322472
129	60.18293	2.3236835	62.31329	57.008923	58.16427	2.1999626	61.524628	56.523754	12.610063	12.3	257999	30.861462	15.734394	65.69384	-2.9055178	-30.61186	0.51470196	79014.8276758194
130	60.079273	2.348824	62.31295	57.124454	58.115852	2.2562945	61.639088	56.50193	12.584906	12.3	259999	30.837217	15.750258	66.58623	-4.0631247	-30.58432	0.5071889	79651.47243523598
131	60.430435	2.2600198	62.374363	57.09707	58.14021	2.1713731	61.502823	56.59709	12.658228	12.3	261999	30.925812	15.750956	64.83669	-1.1097157	-30.67471	0.50448304	80292.78425431252
132	60.2213	2.334951	62.33213	57.013474	58.614586	2.3477836	61.65899	56.6226	12.613924	12.4	263999	30.844158	15.741449	62.946003	-12.712895	-30.595726	0.5071535	80940.05994844437
133	60.55073	2.2125065	62.29725	57.077652	59.561134	2.3246336	61.61353	56.61467	12.683544	12.6	265999	30.813908	15.774779	64.20504	-2.543849	-30.566454	0.5172103	81588.34540319443
134	60.260174	2.3127968	62.36264	57.067047	58.175354	2.2050307	61.592	56.56515	12.620254	12.3	267999	30.908518	15.733833	66.41717	-4.752944	-30.667559	0.50862175	82228.97182321548
135	60.279762	2.3192625	62.27977	57.064552	58.582886	2.312739	61.52078	56.568577	12.628931	12.4	269999	30.925528	15.734038	67.079124	-2.9083776	-30.682598	0.49485168	82872.45036935806
136	60.21894	2.3365948	62.28059	57.074974	59.61562	2.3274806	61.633465	56.709824	12.613924	12.6	271999	30.87426	15.753655	66.37835	-3.2445812	-30.633953	0.5061051	83510.65192651749
137	60.318237	2.3085444	62.33356	57.017723	58.160942	2.1833882	61.600388	56.604065	12.632912	12.3	273999	30.916235	15.796911	67.28598	-8.371158	-30.673075	0.51874304	84148.50574421883
138	60.086872	2.3492033	62.34279	57.097416	59.11193	2.3181245	61.61405	56.607944	12.584906	12.5	275999	30.888454	15.730152	64.676865	-3.766146	-30.646261	0.5048285	84794.40851950645
