Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
28	312.8708	80.344315	547.8772	98.36782	61.5625	115.07978	40.855644	141.29211	-10.343605	58000	-2.9802322e-10	3452.4148	-0.046300415	-941.99634	0.91211194	0.01683128	0.2335	5.0	1173.0445294380188
29	297.52567	78.4437	448.09717	104.668205	59.969696	113.69956	46.865334	146.34084	-36.323753	60000	-1.7344952e-08	2750.2856	-0.049315024	-914.9674	0.9119822	0.018975938	0.2755	6.0	1214.6008450984955
30	302.34717	71.842865	572.1596	179.29811	59.363636	113.110664	47.265053	150.28857	-9.20256	62000	5.1647426e-08	2756.097	-0.045079347	-978.51587	0.9118669	0.017680809	0.2185	5.0	1257.0669927597046
31	336.45648	81.43832	569.3976	168.86737	67.793106	116.76834	47.408966	154.0184	-33.414955	64000	4.5776368e-08	3959.1438	-0.041271813	-1609.7881	0.911777	0.017450955	0.2315	5.0	1298.904760837555
32	322.57788	73.370926	486.45563	215.38887	63.258064	125.59029	47.442547	158.62051	-20.26188	66000	5.6818127e-08	3033.8276	-0.048118923	-1124.6841	0.91189736	0.01751748	0.2525	5.0	1339.9011104106903
33	322.30463	49.621964	421.422	230.44365	62.548386	126.86937	48.97151	162.58029	-8.642988	68000	5.5745243e-08	2193.9026	-0.04430503	-925.6987	0.9120848	0.015473508	0.208	5.0	1381.154635667801
34	320.94186	88.13792	742.0722	228.69777	62.21875	126.954865	51.437794	165.84258	-14.631308	70000	-7.942319e-09	2856.4653	-0.049158156	-921.0425	0.912325	0.017180892	0.3025	6.0	1423.9087686538696
35	333.80728	69.49052	516.8421	189.20035	65.36667	128.36658	52.000687	169.41954	-11.693275	72000	-1.3336539e-08	2707.2988	-0.03780266	-1119.5645	0.912598	0.018410122	0.1805	4.0	1467.3787252902985
36	349.39435	65.46318	516.70215	249.44742	68.10345	130.41179	54.423664	173.22481	-12.018776	74000	1.6629697e-08	2405.366	-0.03855199	-908.5502	0.9127312	0.01569623	0.2655	5.0	1510.5584065914154
37	322.7439	62.099087	464.91403	214.94014	62.46875	134.97968	56.038837	177.24174	-10.7253475	76000	9.328127e-09	1863.4521	-0.05191493	-826.8987	0.9127431	0.017048962	0.3025	6.0	1553.9525656700134
38	363.9633	66.8537	564.28046	233.58519	70.32143	129.59557	57.258053	179.96588	-16.83349	78000	2.4437905e-09	2460.443	-0.034603506	-998.9923	0.91261905	0.018035075	0.1735	4.0	1597.0189063549042
39	359.34692	73.02928	518.92346	254.51447	69.75	136.75499	56.53697	184.10307	-6.1125546	80000	6.9141386e-09	2152.7034	-0.040948387	-745.1644	0.9125303	0.017408144	0.291	5.0	1639.4849336147308
40	334.3126	55.18602	462.9007	226.74855	65.1	140.4292	58.60329	187.99947	0.0372169	82000	2.0096078e-08	1590.7206	-0.04963008	-729.28766	0.9124168	0.018118951	0.3035	6.0	1681.8491413593292
41	333.8244	63.33794	488.75192	219.65897	65.03333	135.61743	60.021362	190.39224	3.9053462	84000	-7.2419644e-09	1526.8678	-0.051312875	-693.719	0.9121241	0.016711043	0.2765	6.0	1724.4027535915375
42	333.81085	69.4082	583.4999	209.36714	65.73333	139.3225	59.565956	192.67021	-19.167076	86000	-8.642673e-09	1684.3308	-0.049177364	-811.1364	0.91205746	0.01861027	0.3095	6.0	1768.910056591034
43	336.0748	84.456665	538.63245	145.3906	64.833336	136.01312	61.68958	194.73512	-20.476665	88000	-9.745359e-09	1854.3545	-0.049575362	-827.42053	0.91201854	0.01877148	0.2915	6.0	1811.0419533252716
44	304.90808	53.714943	414.46655	213.10577	58.588234	139.44135	61.634567	197.39473	3.819695	90000	-2.7742237e-08	1215.0496	-0.049989134	-746.89124	0.91181964	0.01618473	0.3425	6.0	1853.5088629722595
45	348.86255	84.91596	600.315	207.41643	68.32143	137.20638	59.666924	198.48358	5.95298	92000	1.013279e-08	2154.2158	-0.047035515	-1015.66455	0.91164196	0.017359363	0.269	6.0	1895.8025648593903
46	334.4577	68.845184	520.5788	181.43259	65.9	140.01515	63.845062	201.48903	2.9113333	94000	4.8317017e-09	1893.7291	-0.057194483	-1118.8341	0.9112363	0.019128121	0.3275	7.0	1939.545215845108
47	350.51193	76.3232	545.425	231.82536	68.75	138.6979	64.27721	203.37325	-19.52616	96000	-1.1995435e-08	1840.0345	-0.039342765	-974.7401	0.91115046	0.015300482	0.167	4.0	1983.2848875522614
48	369.514	74.66012	632.6448	223.91931	71.39286	141.36893	64.56348	205.90916	-4.2222824	98000	3.285706e-08	1923.0919	-0.0443835	-989.7169	0.9112284	0.015280496	0.315	6.0	2027.3846623897552
49	345.92386	58.345753	522.3332	245.6393	67.965515	149.72151	66.22971	209.09859	-25.982698	100000	4.7480686e-08	1402.5155	-0.046339385	-858.98065	0.911408	0.020603707	0.304	5.0	2071.5929338932037
50	354.69113	85.091774	600.1708	255.34178	68.92857	141.6739	65.205795	211.03535	-4.525637	102000	-7.025898e-08	2298.6345	-0.03387304	-1352.5413	0.91152716	0.01506337	0.1535	4.0	2114.522686481476
51	352.63574	79.28401	547.139	166.81201	68.13793	144.29213	67.78926	213.55994	-5.9375916	104000	4.23491e-08	1669.5918	-0.04823688	-935.3499	0.91145015	0.018542986	0.295	6.0	2157.7368001937866
52	370.6819	74.709496	538.45447	217.3632	72.55556	148.63306	63.89786	215.87502	3.5572987	106000	1.0490417e-08	1815.0243	-0.03980073	-1049.6047	0.9113813	0.018452507	0.2185	5.0	2201.596757888794
53	353.8734	52.34932	511.03552	287.0479	68.51724	148.22728	69.14404	218.2703	-8.862646	108000	-4.4392422e-08	859.496	-0.050170165	-487.631	0.91132194	0.016727418	0.319	6.0	2245.226662635803
54	344.33105	69.86988	548.08405	220.74084	67.0	150.01772	69.22289	219.9483	1.5389078	110000	-4.8279762e-08	1487.5753	-0.041945998	-917.8294	0.91122895	0.018742545	0.275	5.0	2289.7770330905914
55	363.37372	76.80896	582.70636	264.19727	70.57143	144.20935	67.3722	221.2406	-0.54962087	112000	-8.9406965e-10	1865.3629	-0.041579917	-1171.8982	0.91143674	0.015975816	0.2285	5.0	2332.196847677231
56	352.46634	61.020077	508.84995	195.54077	68.44827	152.35101	68.19626	223.22742	1.0606973	114000	2.4802983e-08	1184.0068	-0.03617959	-705.1553	0.91155684	0.015656723	0.1655	4.0	2374.402881383896
57	356.02045	62.615906	482.8037	229.34633	68.55173	147.61707	70.12115	224.48714	-2.025641	116000	3.0994416e-09	901.5964	-0.03895929	-499.0282	0.91146797	0.017372329	0.2625	5.0	2416.919004201889
58	344.30014	54.780857	462.30554	226.853	66.333336	151.86678	69.31846	226.01411	-18.279377	118000	5.29252e-08	912.15344	-0.05326278	-588.55707	0.9111717	0.017856067	0.307	6.0	2460.904829978943
59	377.615	83.34884	568.1534	240.66385	72.96296	151.40837	67.76106	226.96735	1.5649917	120000	-2.3707747e-08	1609.8206	-0.039371777	-913.01526	0.9108973	0.019928219	0.2625	5.0	2504.6019563674927
60	364.4431	56.559193	508.87213	255.83472	68.68965	150.09862	72.873665	229.7764	-14.18469	122000	7.7448785e-09	1084.2314	-0.05441986	-711.3132	0.9106746	0.018368108	0.359	7.0	2548.098892688751
61	372.4105	91.66906	620.3041	237.79486	71.10714	156.1895	70.771034	231.66483	-5.2806735	124000	9.275973e-09	1429.8232	-0.040244758	-742.4041	0.9105126	0.018876215	0.299	5.0	2590.6988396644592
62	366.14767	85.543785	650.4498	227.01265	70.89286	157.42497	75.74581	234.39044	-5.939814	126000	1.3798475e-08	1342.6676	-0.0505453	-739.2222	0.91041416	0.019640923	0.334	6.0	2634.3650271892548
63	429.5234	88.53416	644.9603	314.6137	84.391304	153.26527	67.23659	236.06859	-2.8716109	128000	-5.7667493e-09	2060.6929	-0.05486815	-1268.8557	0.9102	0.01808279	0.333	7.0	2677.630997657776
64	378.0234	80.51334	544.7159	267.1714	74.03846	162.26357	76.73885	240.18623	-12.255129	130000	3.516674e-08	1470.7816	-0.053776667	-946.9226	0.910177	0.015191319	0.335	6.0	2720.724771499634
65	373.00864	64.95109	482.1666	227.72739	71.28571	156.38638	71.07626	241.81155	-6.7176714	132000	3.541121e-08	989.41815	-0.05293593	-638.744	0.9101691	0.015118524	0.312	6.0	2764.2680411338806
66	379.85995	71.7173	528.61786	165.83632	73.07407	161.63934	74.38366	242.83148	-8.619742	134000	-1.32024285e-08	1223.6715	-0.04331302	-844.9092	0.9103373	0.019697517	0.2355	5.0	2807.5007927417755
67	369.43686	83.88629	557.8559	195.82811	71.74074	154.43529	74.75399	244.30594	-1.746733	136000	3.784895e-09	1555.7206	-0.04315487	-1068.0507	0.91041565	0.016452797	0.251	5.0	2849.141133785248
68	398.31873	92.77919	626.30566	191.99059	78.08	154.35904	75.44083	245.39406	-6.7622337	138000	1.3560057e-08	2010.4259	-0.048009817	-1369.4998	0.9102367	0.019710919	0.337	6.0	2891.6089832782745
69	381.5274	73.24642	622.7736	261.96643	72.51852	163.32156	74.452614	247.44113	-5.5286236	140000	-5.6102873e-09	1265.1906	-0.048656743	-828.8075	0.91001284	0.017305998	0.2975	6.0	2934.2907390594482
70	407.87585	95.78861	578.0636	254.89148	79.92	159.88858	76.49799	248.95036	-3.5773118	142000	3.712252e-08	1613.113	-0.049679887	-971.7338	0.90959257	0.015099844	0.2705	6.0	2976.796999692917
71	394.97705	87.12145	576.2087	279.00977	76.38461	159.21329	77.9126	251.69077	-2.038005	144000	2.6494265e-08	1877.3914	-0.043522645	-1301.8538	0.9092693	0.015427802	0.2595	5.0	3018.2322237491608
72	365.39175	73.1771	523.88416	223.60538	71.333336	164.43858	78.01026	253.28079	0.6802709	146000	-2.7418137e-08	1368.0852	-0.038665485	-986.6543	0.9093197	0.01965854	0.312	5.0	3060.1464433670044
73	373.02298	56.889935	488.67493	283.1339	72.14815	161.14247	75.75178	253.26376	-9.481104	148000	2.1949411e-08	1053.8694	-0.04320916	-772.71875	0.9093411	0.01781709	0.235	5.0	3103.0928649902344
74	396.5943	78.277916	703.2047	314.9169	76.38461	152.64864	74.41477	253.41582	-3.6756449	150000	-3.118813e-08	1836.3739	-0.037269544	-1330.521	0.9091994	0.0154228285	0.205	4.0	3147.0725643634796
75	387.17795	81.59778	697.07214	272.2407	74.80769	162.62167	76.99928	255.38084	3.278192	152000	2.4363398e-08	1273.9308	-0.030024737	-812.17096	0.90906584	0.022088105	0.2275	4.0	3190.866991043091
76	381.8441	88.854546	574.41223	269.17816	74.0	164.6046	78.38503	257.08777	-10.636277	154000	-3.6127865e-08	1401.5103	-0.0477017	-921.40405	0.9089633	0.0174081	0.3025	6.0	3234.5654838085175
77	359.96494	77.96439	551.5417	238.94785	69.21429	161.08601	77.819305	258.38184	-8.129207	156000	4.722178e-08	1390.8428	-0.048821233	-1013.6465	0.90867513	0.01714891	0.336	6.0	3278.7312886714935
78	355.00943	70.34221	558.8127	249.21434	67.51724	155.4126	75.33682	258.58646	-5.054237	158000	-2.8133393e-08	1123.0679	-0.05374711	-777.66724	0.908295	0.01713352	0.314	7.0	3321.3506982326508
79	374.31793	116.26798	747.7598	243.67764	73.18519	157.07343	74.66233	258.93915	4.7498693	160000	-1.6272068e-08	1928.9487	-0.05337604	-1210.9204	0.9079912	0.016196072	0.3325	7.0	3363.026879787445
80	345.60934	57.22686	464.63123	259.61624	65.666664	152.97597	78.681816	261.41135	3.939236	162000	7.748604e-10	944.4316	-0.047690116	-697.70074	0.90787125	0.016143223	0.2505	5.0	3405.392860174179
81	377.54694	90.13468	699.90814	270.29126	71.32143	154.46384	72.70143	261.3606	0.9305036	164000	-4.9769877e-09	1396.4067	-0.040799506	-914.4428	0.9079536	0.017694337	0.265	5.0	3448.8251662254333
82	383.43314	86.45875	703.87115	274.61554	72.888885	164.89175	77.42597	262.9043	-1.6179509	166000	2.7239322e-08	1528.5596	-0.042167235	-976.14624	0.9080678	0.016716506	0.2505	5.0	3490.8890385627747
83	364.1215	61.08376	507.49756	259.95703	70.53571	158.98506	78.194695	264.3582	-12.203508	168000	-7.2717667e-09	898.3205	-0.03916094	-670.8347	0.9080525	0.017921166	0.2515	5.0	3530.5988850593567
84	371.46518	61.72736	547.45905	261.62686	70.75	150.76369	74.886024	263.41077	-5.9870605	170000	-3.987551e-08	964.78467	-0.04384128	-706.50024	0.9078871	0.015558813	0.2885	6.0	3569.7890503406525
